MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210831,25001,Barnstable County,MA,8.32,91.68,40.09,19.98,0.00,0.00,2021-08-31,2021-09-06,1
20210824,25001,Barnstable County,MA,8.32,91.68,40.09,19.98,0.00,0.00,2021-08-24,2021-08-30,1
20210817,25001,Barnstable County,MA,8.32,91.68,40.09,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210810,25001,Barnstable County,MA,8.32,91.68,40.09,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210803,25001,Barnstable County,MA,0.70,99.30,40.09,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210727,25001,Barnstable County,MA,0.70,99.30,40.09,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210720,25001,Barnstable County,MA,0.70,99.30,40.09,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210713,25001,Barnstable County,MA,0.70,99.30,46.25,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210706,25001,Barnstable County,MA,0.16,99.84,46.06,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,25001,Barnstable County,MA,0.16,99.84,46.06,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,25001,Barnstable County,MA,0.16,99.84,46.06,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210615,25001,Barnstable County,MA,0.16,99.84,46.06,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210608,25001,Barnstable County,MA,0.16,99.84,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210601,25001,Barnstable County,MA,37.34,62.66,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210525,25001,Barnstable County,MA,37.34,62.66,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210518,25001,Barnstable County,MA,37.34,62.66,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210511,25001,Barnstable County,MA,37.34,62.66,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,25001,Barnstable County,MA,99.98,0.02,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,25001,Barnstable County,MA,99.98,0.02,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210216,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210209,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210202,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210126,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210119,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,25001,Barnstable County,MA,0.85,99.15,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,25001,Barnstable County,MA,0.85,99.15,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,100.00,0.00,2020-10-27,2020-11-02,1
20201020,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,100.00,0.00,2020-10-20,2020-10-26,1
20201013,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,100.00,0.00,2020-10-13,2020-10-19,1
20201006,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,100.00,0.00,2020-10-06,2020-10-12,1
20200929,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,70.72,0.00,2020-09-29,2020-10-05,1
20200922,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,1.98,0.00,2020-09-22,2020-09-28,1
20200915,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,25001,Barnstable County,MA,0.00,100.00,100.00,92.81,0.00,0.00,2020-09-08,2020-09-14,1
20200901,25001,Barnstable County,MA,0.00,100.00,100.00,92.81,0.00,0.00,2020-09-01,2020-09-07,1
20200825,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,25001,Barnstable County,MA,0.00,100.00,99.86,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,25001,Barnstable County,MA,87.18,12.82,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,25001,Barnstable County,MA,87.18,12.82,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,25001,Barnstable County,MA,77.75,22.25,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,25001,Barnstable County,MA,77.75,22.25,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,25001,Barnstable County,MA,77.75,22.25,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,25001,Barnstable County,MA,77.75,22.25,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,25001,Barnstable County,MA,62.61,37.39,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,25001,Barnstable County,MA,17.88,82.12,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,25001,Barnstable County,MA,99.89,0.11,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,25001,Barnstable County,MA,99.89,0.11,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,25001,Barnstable County,MA,99.89,0.11,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,25001,Barnstable County,MA,99.89,0.11,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,25001,Barnstable County,MA,99.89,0.11,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,25001,Barnstable County,MA,99.89,0.11,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,25001,Barnstable County,MA,0.00,100.00,99.98,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,25001,Barnstable County,MA,0.00,100.00,99.98,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,25001,Barnstable County,MA,0.00,100.00,99.98,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,25001,Barnstable County,MA,0.00,100.00,99.98,0.00,0.00,0.00,2017-02-21,2017-02-27,1
